ID,AT,V,AP,RH,EP
6697,16.52,53.16,1014.68,76.82,457.81
6698,23,60.37,1005.34,83.73,437.6
6699,24.03,62.44,1010.96,79.88,430.66
6700,18.86,42.18,1001.16,98.58,457.07
6701,11.23,39.72,1018.46,60.62,475.04
6702,29.07,71.64,1006.07,69.53,440.51
6703,26.69,79.74,1008.29,73.79,431.41
6704,24.45,66.49,1014.24,58.15,449.22
6705,10.54,42.02,997.5,99.77,472.64
6706,19.09,66.51,1015.11,76.38,458.41
6707,28.81,69.23,1013.14,39.18,433.74
6708,27.44,59.74,1010.99,56.42,452
6709,7.92,36.08,1021.01,81.84,482.98
6710,17.22,36.71,1013.77,67.92,465.32
6711,28.33,68.27,1008.09,50.37,432.66
6712,27.82,59.15,1012.74,42.78,442
6713,14.03,49.83,1006.64,90.01,463.71
6714,18.17,52.08,1001.91,100.09,451.06
6715,27.14,70.32,1007.08,73.08,427.21
6716,22.28,58.12,1014.54,83.27,448.97
6717,27.14,63.13,1013.38,75.68,438.82
6718,23.93,68.28,1005.16,69.91,444.95
6719,10.1,41.4,1024.29,85.94,474.28
6720,19.47,43.43,1011.66,69.93,451.38
6721,29.16,55.68,1004.84,55.68,435.04
6722,24.4,62.26,1011.62,70.1,439.06
6723,20.37,52.05,1012.34,62.57,456.11
6724,18.77,49.39,1021.06,82.95,454.53
6725,21.47,70.32,1011.72,88.36,440
6726,23.68,49.02,1007.53,86.05,440.68
6727,19.59,59.87,1018.28,84.83,449.74
6728,23.06,63.9,1013.54,65.28,447.36
6729,26.57,48.06,1013.23,40.24,439.54
6730,16.3,41.16,1007.88,76.61,463.47
6731,31.35,70.8,1010.11,66.37,432.19
6732,16,43.34,1013.89,78.39,462.33
6733,17.94,63.07,1012.42,94.35,456.7
6734,26.67,59.44,1012.01,58.83,441.29
6735,15.12,41.04,1025.95,69.67,460.58
6736,12.64,41.26,1020.79,83.66,465.78
6737,9.15,44.03,1012.45,81.67,474.26
6738,15.25,52.9,1014.86,76.87,463.93
6739,18.63,45.87,1007.98,79.9,453.79
6740,15.29,44.88,1018.85,73.67,463.32
6741,33.41,77.95,1010.3,59.72,432.9
6742,15.29,25.88,1009.21,66,464.25
6743,33.59,79.05,1007.79,63.55,436.51
6744,19.19,50.16,1011.12,99.91,449.52
6745,17.16,58.86,1016.4,86.39,453.76
6746,26.51,50.05,1006.75,65.34,440.22
6747,5.8,45.87,1009.14,92.06,481.6
6748,26.38,66.49,1013.89,43.06,442.38
6749,17.47,58.59,1014.03,97.13,449.41
6750,24.26,47.93,1003.87,70.44,439.16
6751,18.67,58.46,1016.73,87.7,447.16
6752,17.54,44.58,1016.56,79,465.51
6753,21.63,71.85,1009.44,76.89,434.1
6754,15.04,41.35,1004.29,99.1,467.96
6755,17.66,60.08,1017.22,86.96,456.62
6756,12.91,42.07,1018.4,86.5,466.05
6757,15.9,39.99,1007.03,78.49,465.5
6758,25.99,59.54,1007.78,74.48,441.32
6759,25.69,72.43,1006.86,86.38,429.99
6760,9.34,40.77,1012.14,90.81,477.36
6761,23.19,48.6,1002.38,61.19,445.52
6762,25.98,73.18,1012.28,85.78,439.73
6763,13.27,52.75,1025.86,65.12,464.82
6764,22.21,61.5,1008.34,76.22,445.77
6765,24.3,69.94,1007.02,62.14,438.92
6766,20.06,44.9,1008.79,70.06,448.51
6767,19.97,59.14,1016.05,70.58,450.06
6768,21.23,50.59,1017.42,69.26,453.95
6769,19.55,56.53,1020.2,78.1,455.56
6770,16.89,49.21,1015.19,70.39,458.25
6771,11.7,41.16,1019.58,87.49,464.12
6772,13.16,54.3,1017.33,82.43,468.4
6773,18,43.7,1015.4,61.28,464.26
6774,23.65,66.05,1019.6,78.21,442.9
6775,24.59,60.37,1005.31,76.81,438.09
6776,23.45,45.61,1012.84,73.42,454.92
6777,23.81,57.5,1015.53,70.66,448.72
6778,12.15,45.01,1018.89,90.02,468.07
6779,10.27,40.64,1020.63,84.6,474.99
6780,15.1,41.35,1003.84,97.89,466.14
6781,29.49,69.71,1009.34,56.35,440.99
6782,32.26,71.29,1008.41,48.58,431.96
6783,14.22,37.85,1011.24,88.49,471.05
6784,7.89,71.14,1018.4,86.49,474.66
6785,21.09,59.8,1016.94,76.95,451.98
6786,29.79,69.34,1008.82,65.13,434.74
6787,29.99,74.9,1003.84,64.43,435.87
6788,6.01,35.79,1011.05,91.33,482.25
6789,23.89,64.27,1013.37,75.22,450.82
6790,11.76,40.96,1023.22,81.31,475.18
6791,10.38,40.71,1025.27,80.87,481.3
6792,26.63,64.44,1012.66,61.19,442
6793,22.62,51.3,1012.36,81.02,448.27
6794,17.04,56.03,1020.38,68.69,462.48
6795,25.72,72.39,1003.01,86.38,432.77
6796,32.81,75.08,1005.09,42,433.37
6797,31.07,70.98,1007.24,72.03,432.96
6798,18.6,56.85,1012.34,80.24,450.26
6799,25.97,70.32,1007.48,57.01,435.27
6800,15.98,42.99,1008.24,83.78,467.42
6801,16.31,42.28,1007.45,77.77,466.49
6802,11.98,44.58,1016.45,78.8,477.56
6803,23.46,51.19,1009.6,73.22,444.82
6804,28.18,73.88,1005.89,75.41,434.48
6805,12.21,41.67,1012.88,85.19,475.07
6806,26.75,58.33,1013.55,45.47,444.09
6807,31.49,73.5,1010.71,40.16,432.13
6808,30.75,71.25,1000.07,65.47,431.93
6809,11.87,36.43,1023.42,79.5,474.17
6810,13.47,43.34,1012.75,87.04,468.8
6811,24.35,70.04,1010.92,73.88,438.4
6812,28.56,69.51,1012.45,46.59,434.35
6813,24.65,64.63,1020.52,53.45,446.04
6814,12.84,40.8,1026.95,69.86,475.59
6815,28.03,68.67,1005.52,58.16,438.8
6816,15.93,25.88,1009.45,72.83,462.7
6817,29.04,60.07,1015.42,46.15,440.43
6818,29.9,64.79,1016.9,48.24,441.41
6819,25.17,64.79,1017.87,63.26,442.15
6820,11.57,39.72,1002.26,78.69,474.72
6821,23.97,64.05,1012.23,90.18,447.44
6822,10.67,40.23,1017.75,85.06,483.9
6823,12.18,40.1,1016.67,91.87,471.49
6824,14.33,38.73,1003.52,85.92,468.86
6825,25.69,57.32,1012.34,44.18,441.43
6826,27.7,72.24,1011.02,67.6,434.56
6827,33.26,68.51,1012.49,52.68,429.38
6828,17.32,44.34,1019.52,56.24,468.8
6829,8.95,36.18,1014.08,76.94,478.07
6830,21.14,67.71,1006.38,56.78,445.12
6831,28.1,61.02,1011.28,59.05,437.5
6832,16.07,65.46,1013.88,87.11,450.54
6833,25.15,68.61,1011.03,53.59,447.91
6834,24.97,54.2,1012.68,74.25,439.71
6835,18.43,44.63,1019.76,39.99,458.75
6836,16.29,44.34,1019.49,59.36,468.8
6837,12.41,41.16,1017.45,93.64,464.08
6838,10.79,43.56,1015.15,73.01,479.64
6839,14.68,41.23,998.43,83.71,469.25
6840,19.62,68.63,1012.26,68.05,453.84
6841,23.38,59.07,1009.29,92.4,442.83
6842,25.54,70.47,1009.28,73.5,436.16
6843,16.88,56.89,1014.01,82.1,457
6844,7.46,41.82,1032.67,74.59,483.11
6845,20.23,52.05,1012.15,47.49,457.57
6846,7.64,41.17,1020.01,75.14,488.53
6847,21.62,48.78,1020.06,85.09,448.52
6848,15.86,43.67,1011.11,82.24,465.46
6849,10.05,40.71,1015.51,84.21,471.68
6850,6.84,41.06,1021.04,89.59,489.96
6851,22.45,41.54,1012.69,70.89,460.07
6852,24.01,65.46,1014.17,43.02,443.81
6853,27.46,68.08,1013.06,46.49,433.72
6854,31.5,74.16,1011.72,56.42,436.43
6855,10.82,41.55,1004.55,65.14,475.44
6856,26.49,61.86,1012.55,74.24,440.21
6857,23.28,60.84,1017.91,67.5,444.13
6858,31.98,73.42,1010.66,60.06,432.2
6859,8.83,36.3,1027.08,72.69,479.86
6860,23.18,51.3,1012.04,78.64,448.86
6861,18.3,44.06,1017.95,63.24,456.32
6862,16.78,39.63,1005.84,87.91,465.97
6863,16,37.87,1020.24,78.41,461.33
6864,9.17,40.67,1019.03,66.21,487.33
6865,10.07,41.39,1019.89,70.53,480.54
6866,10.89,40.81,1025.82,81.18,478.23
6867,30.71,64.05,1011.75,62.81,438.42
6868,15.34,71.14,1019.79,77.56,457.1
6869,25.36,74.99,1002.21,65.96,440.25
6870,23.54,65.27,1013.78,64.28,445.19
6871,8.88,36.3,1015.27,56.96,478.7
6872,19.8,52.9,1017.75,66.67,456.64
6873,13.24,40.83,1007.9,87.53,472.22
6874,25.77,69.04,1009.66,65.49,445.35
6875,25.09,65.38,1009.99,54.28,453.58
6876,3,39.64,1011,80.14,485.2
6877,27.74,74.78,1010.05,60.82,436.87
6878,16.47,44.89,1010.04,82.01,459.69
6879,10.18,43.5,1022.84,88.7,476.91
6880,23.5,54.42,1012.31,68.29,455.38
6881,19.05,55.5,1020.25,75.76,457.5
6882,24.77,57.17,1010.66,73,441.12
6883,19.6,59.21,1017.65,86.29,449.23
6884,12.55,38.91,1012.58,75.44,474.35
6885,21.01,51.19,1008.44,81.49,446.2
6886,13.21,43.71,1024.5,86.59,466.39
6887,20.61,63.86,1015.43,73.86,446.34
6888,22.08,69.94,1008.41,72.86,441.57
6889,8.48,40.05,1015.89,90.25,483.5
6890,26.35,69.48,1008.45,70.47,435.23
6891,33.24,74.34,1002.58,45.05,435.5
6892,31.61,75.08,1004.83,42.29,436.67
6893,26.9,77.95,1017.47,75.58,434.18
6894,31.26,76.09,1006.66,63.91,430.36
6895,21.73,64.63,1020.84,68.9,450.36
6896,20.19,66.86,1012.97,64.7,454.84
6897,27.76,72.99,1007.81,71.66,435.02
6898,22.54,63.91,1012.15,84.91,446.64
6899,26.42,59.54,1007.02,76.28,438.5
6900,25.19,63.94,1012.78,75.15,438.73
6901,18.42,58.95,1016.95,86.77,452.1
6902,18.99,59.27,1012.15,89.39,453.4
6903,6.64,39.04,1018.84,74.94,481.53
6904,29.91,70.02,1010.18,64.1,437.63
6905,18.26,58.96,1014.04,69.7,457.43
6906,11.67,40.23,1017.65,82.48,475.07
6907,22.88,71.73,1010.11,86.96,436.36
6908,27.37,71.06,1008.4,87.52,432.14
6909,5.96,36.25,1029.4,88.63,488.2
6910,27.06,77.17,1008.71,90.6,432.2
6911,18.27,50.16,1011.07,95.91,451.76
6912,22.18,59.39,1014.82,85.31,440.94
6913,29.09,72.43,1006.86,65.47,427.3
6914,25.76,65.48,1017.82,54.77,441.14
6915,14.08,43.41,1015.59,54.15,466.99
6916,13.91,39.35,1014.69,75.51,469.02
6917,16.87,52.05,1012.7,71.63,460.31
6918,12.33,45.51,1016.49,79.2,471.16
6919,26.91,74.99,1005.64,78.98,437.06
6920,25.88,74.67,1016.66,81.09,434.81
6921,25.14,69.13,1011.15,85.67,433.95
6922,27.45,59.74,1011.34,58.58,450.46
6923,29.21,72.25,1012.72,71.85,434.64
6924,17.4,63.09,1020.84,92.58,453
6925,26.99,62.26,1011.13,71.27,436.89
6926,27.18,61.41,1012.17,46.11,449.7
6927,15.65,39.59,1012.8,87.63,461.94
6928,25.9,48.92,1009.82,35.42,443.8
6929,27.19,71.58,1010.85,76.1,436.77
6930,31.7,69.13,1000.29,46.27,427.95
6931,12.49,41.62,1011.37,82.68,461.35
6932,18.22,49.25,1020.33,61.87,454.66
6933,10.15,41.62,1015.86,97.4,463.89
6934,9.2,40.03,1017.05,92.46,480.38
6935,27,73.42,1012.2,87.28,432.79
6936,25.42,69.71,1009.29,82.5,435.59
6937,30.28,74.67,1016.45,55.76,428.27
6938,7.64,41.17,1020.01,75.14,488.53
6939,30.29,59.22,1013.05,60.46,441.57
6940,11.61,39.69,1006.85,83.69,470.78
6941,23.09,69.13,1010.93,90.07,436.67
6942,10.61,37.5,1008.8,100.13,472.9
6943,10.25,41.46,1020.65,87.07,481.94
6944,23.35,71.77,1005.99,90.79,434.6
6945,25.82,57.19,1007.99,62.95,440.8
6946,13.15,41.14,1026.72,80.31,461.49
6947,13.6,42.86,1013.37,87.52,472.27
6948,14.22,40.83,1009.2,81.32,469.75
6949,18.2,39.63,1005.35,79.05,468.49
6950,29.64,67.79,1009.99,51.23,440.74
6951,16.86,39.63,1004.47,83.5,466.68
6952,12.54,40.8,1024.56,68.97,479.65
6953,26.05,44.89,1009.83,56.36,443.18
6954,28.52,70.72,1009.64,66.76,437.72
6955,14.22,44.99,1012,75.28,460.53
6956,12.53,44.03,1007.21,84.2,470.04
6957,25.26,65.61,1014.43,58.35,447.34
6958,9.75,42.49,1010.57,83.63,480.35
6959,21.94,57.5,1014.64,78.52,451.1
6960,30.2,73.67,1006.31,62.14,428.72
6961,13.1,40.03,1017.79,84.48,470.75
6962,13.45,40.73,1018.7,93.88,461.03
6963,18.77,39.54,1009.39,63.35,458.58
6964,23.56,49.16,1002.54,69.07,443.02
6965,28.93,72.99,1007.23,64.41,434.45
6966,6.71,40.72,1022.78,80.69,483.11
6967,24.5,60.77,1017.15,73.66,439.91
6968,24.78,68.94,1007.29,70.56,435.93
6969,13.81,40.2,1013.66,88.16,464.23
6970,13.87,38.01,1022.61,84.22,473.39
6971,12.33,39.85,1012.53,66.04,479.32
6972,14.45,39.58,1012.41,79,467.62
6973,19.08,44.63,1020.05,41.07,455.95
6974,15.52,43.7,1015.8,76.27,466.38
6975,23.18,59.04,1011.44,79.28,443.12
6976,18.59,43.14,1011.92,52.63,464.48
6977,11.68,40.55,1006.48,96.16,474.8
6978,9.84,36.66,1026.7,70.02,477.62
6979,13.83,38.73,999.62,91.95,469.81
6980,25.51,73.56,1006.59,96.63,437.07
6981,10.76,40.43,1025.98,79.65,490.78
6982,22.94,58.05,1012.27,80.12,433.77
6983,32.07,67.83,1007.91,41.61,429.31
6984,30.22,70.32,1011.63,65.97,435.98
6985,10.58,39.61,1020.39,71.69,477.18
6986,31.74,67.32,1013.69,36.59,436.17
6987,7.87,42.85,1012.18,94.21,480.54
6988,11.22,43.13,1017.24,80.9,473.93
6989,26.29,68.24,1010.71,76.95,429.71
6990,9.32,37.73,1022.14,79.49,477.91
6991,14.7,41.39,1018.84,68.19,469.6
6992,7,38.5,1014.09,81.32,489.52
6993,20.94,49.02,1008.91,87.32,448.18
6994,16.37,43.5,1021.26,72.4,459.18
6995,11.09,40.43,1025.47,74.97,490.96
6996,6.93,43.13,1018.61,88.31,486.94
6997,18.84,61.27,1019.64,71.95,454.47
6998,27.94,63.07,1010.75,38.57,441
6999,17.55,43.14,1018.86,76,461.58
7000,29.92,69.75,1009.12,67.15,441.5
7001,20.18,43.43,1011.31,65.11,450.09
7002,16.32,43.14,1014.72,70.43,465.38
7003,26.38,69.88,1008.42,86.25,432.25
7004,27,59.15,1013.12,61.39,440.58
7005,23.45,51.95,1005.23,76.17,449.07
7006,5.49,38.5,1012.18,79.33,490.84
7007,8.14,36.24,1013.15,87.85,480.25
7008,15.66,41.35,1001.68,86.26,463.57
7009,21.19,58.86,1014.19,68.96,452.43
7010,28.14,65.34,1014.44,46.17,443.11
7011,15.11,42.99,1007.53,85.75,466.25
7012,17.68,44.92,1024.55,69.7,458.12
7013,9.11,36.66,1026.47,74.79,480.74
7014,26.16,52.36,1013.62,58.52,453.08
7015,8.75,40.22,1008.96,90.53,482.8
7016,14.3,54.3,1015.16,75.29,464.9
7017,23.84,49.21,1013.1,44.72,445.44
7018,17.06,52.9,1019.76,80.9,460.82
7019,17.58,39.63,1004.84,80.43,467.33
7020,28.57,62.26,1010.75,62.12,437.41
7021,23.69,71.97,1009.62,93.03,438.62
7022,30.27,70.32,1007.93,51.61,430.22
7023,26.05,58.59,1012.32,49.83,452.41
7024,24.16,65.06,1013.88,58.96,442.32
7025,23.62,49.21,1014.1,49.54,443.53
7026,30.15,69.88,1007.2,73.67,434.75
7027,6.64,35.19,1019.83,76.01,484.03
7028,23.36,72.24,1010.99,94.41,434.15
7029,21,70.02,1010.22,95.11,447.29
7030,8.25,43.14,1011.3,87.1,479.95
7031,30.06,67.25,1017.63,53.59,435.02
7032,26.35,59.44,1012.16,63.73,443.73
7033,24.04,72.43,1008.02,87.2,439.39
7034,10.08,37.92,1010.47,66.37,474.63
7035,9.66,41.82,1033.19,73.19,477.67
7036,24.22,49.82,1014.61,66.82,452.2
7037,26.39,71.25,999.8,89.12,430.34
7038,13.51,40.1,1014.29,86.34,470.65
7039,11.87,41.78,1012.97,64.79,470.84
7040,25.53,62.96,1019.81,59.7,444.38
7041,22.35,58.59,1013.99,79.78,444.04
7042,30.26,76.2,1008.44,62.1,435.04
7043,30.44,56.24,1005.19,56.24,429.34
7044,18.12,50.16,1009.82,100.09,453.29
7045,16.85,52.9,1019.47,81.28,460.84
7046,10.77,44.78,1012.87,84.16,470.66
7047,24.49,59.87,1018.4,59.95,444.54
7048,18.23,62.26,1011.48,91.35,448.64
7049,14.43,39.82,1012.56,78.52,470.17
7050,10.6,41.17,1018.38,87.92,478.47
7051,11.77,39.39,1012.9,85.8,478.51
7052,14.46,42.86,1031.34,69.84,464.44
7053,21.83,63.07,1011.57,87.02,443.1
7054,5.41,45.87,1008.47,97.51,479.48
7055,10.19,37.14,1012.74,73.48,475.01
7056,31.33,58.9,1003.77,52.34,439.54
7057,18.87,67.71,1004,87.35,444.77
7058,21.23,61.5,1008.98,82.14,450.92
7059,22.35,51.43,1011.34,77.33,445.34
7060,22.43,69.84,1006.94,75.54,436.19
7061,25.87,67.79,1011.16,79.88,445.87
7062,31.35,67.32,1013.74,38.56,439.81
7063,31.02,70.4,1006.24,77.86,431.37
7064,24.07,73.46,1006.61,73.46,438.41
7065,18.23,58.96,1015.55,69.61,459.12
7066,22.38,63.31,1014.76,73.8,441.3
7067,9.59,37.14,1013.8,72.85,474.74
7068,26.84,70.36,1007.41,71.47,442.17
7069,24.74,63.87,1016.91,55.65,447.02
7070,10.91,41.04,1026.57,74.24,469.53
7071,22.49,61.27,1019.6,57.1,448.51
7072,13.7,44.47,1027.51,70.77,468.79
7073,22.3,67.25,1017.33,75.85,453.27
7074,17,49.78,1005.32,100.1,453.77
7075,20.45,69.45,1012.53,91.81,441.83
7076,21.69,57.17,1011.75,82.63,446.61
7077,16.42,40.56,1020.36,50.62,472.17
7078,30.51,59.57,1011.08,61.94,436.92
7079,22.12,49.39,1019.8,72.83,451
7080,18.53,63.91,1010.26,97.8,440.64
7081,24.26,56.57,1013.86,70.35,442.9
7082,23.48,49.16,1002.7,70.22,445.72
7083,27.01,43.21,1011.71,77.84,434.09
7084,29.89,71.29,1009,55.72,431.45
7085,25.37,44.89,1009.27,63.06,442.38
7086,24.9,71.77,1006.24,85.25,427.77
7087,29.1,76.2,1006.28,60.22,435.97
7088,17.31,58.49,1011.8,92.77,456.84
7089,14.01,45.08,1023.28,82.49,464.79
7090,32.36,73.91,1003.88,59.84,431.92
7091,16.23,43.52,1020.13,76.3,464.74
7092,26.13,79.74,1005.61,90.27,431.29
7093,21.25,44.05,1005.69,81.87,448.43
7094,9.52,41.26,1020.55,89.73,475.44
7095,10.67,45,1022.99,85.91,481.83
7096,19.89,69.48,1011.06,86.73,447.63
7097,16.63,43.77,1012.25,75.09,458.66
7098,6.41,40.81,1026.57,93.51,484.49
7099,29.16,73.17,1010.96,67.77,429.06
7100,14.24,45.01,1013.54,88.68,461.64
7101,3.96,35.47,1016.79,83.81,489.68
7102,8.53,38.18,1017.54,76.49,480.86
7103,13.39,44.58,1016.5,79.26,474.7
7104,6.99,40.07,1014.83,54.36,490.11
7105,24.97,50.23,1015.6,56.79,454.35
7106,14.58,42.99,1007.55,93.56,468.43
7107,21.57,69.23,1011.94,81.73,437.55
7108,3.95,38.44,1016.75,79.65,492.46
7109,9.51,39.22,1015.3,72.41,474.12
7110,19.82,41.67,1012.92,51.92,456.87
7111,23.75,67.9,1006.25,70.17,445.22
7112,22.04,69.51,1013.25,56.15,446.34
7113,18.48,50.16,1011.45,99.92,452.06
7114,29.49,70.98,1007.83,79.08,434.43
7115,25.64,68.14,1005.48,56.11,437.63
7116,16.16,25.88,1009.58,72.24,461.86
7117,16.98,43.99,1021.65,81.17,456.07
7118,10.06,43.22,1014.1,85.7,473
7119,9.42,41.4,1029.99,88.41,477.01
7120,25.45,72.24,1011.44,80.54,434.92
7121,28.92,66.51,1015.5,34.51,439.09
7122,11.44,44.2,1018.14,84.9,476.12
7123,25.82,66.49,1013.2,60.32,434.35
7124,27.04,73.67,1006.82,77.45,431.1
7125,17.33,42.28,1007.97,50.33,462.26
7126,16.05,65.46,1013.92,87.99,456.94
7127,13.9,44,1025.1,87.17,466.24
7128,29.42,79.74,1007.24,61.26,437.61
7129,28.26,63.13,1012,68.35,440.58
7130,20.21,65.06,1016.46,73.36,451.46
7131,28.21,70.8,1010.45,77.92,435.99
7132,7.67,35.77,1017.55,60.97,480.06
7133,11.21,44.03,1007.95,93.03,471.79
7134,25.03,61.86,1012.84,80.85,439.55
7135,26.58,62.39,1006.36,68.98,438.66
7136,29.48,64.69,1006.44,64.46,435.09
7137,12.72,44.9,1007.6,71.8,463.49
7138,11.36,38.25,1013.22,86.16,473.55
7139,24.92,60.95,1014.88,60.58,445.44
7140,23.39,61.87,1010.35,48.91,444.03
7141,9.23,42.44,1014.34,94.2,481.29
7142,24.38,47.01,1015.17,68.96,454.85
7143,4.65,35.19,1018.23,94.78,489.36
7144,20.02,67.32,1012.05,76.34,445.31
7145,9.73,40.22,1011.48,87.88,481.42
7146,26.92,67.25,1017.74,61.68,434.05
7147,19.5,65.12,1015.53,73.87,453.99
7148,14.2,40.92,1022.26,71.71,460.42
7149,12.14,48.04,1011.8,100.13,465.08
7150,23.66,61.86,1013.33,83.09,444.27
7151,7.32,41.26,1010.11,95.18,482.1
7152,28.59,68.08,1013.2,42.96,436.7
7153,12.19,40.05,1014.65,85.1,472.68
7154,13.93,40.24,1017.88,88.35,469.25
7155,13.13,40.75,1016.05,80.87,472.5
7156,12.29,40.71,1019.71,83.09,469.75
7157,8.3,43.13,1020.02,83.11,484.07
7158,24.48,64.45,1014.69,51.43,452.82
7159,9.75,35.76,1019.88,62.31,474.31
7160,18.16,43.96,1012.78,78.33,465.26
7161,26.09,60.23,1010.74,60.88,445.88
7162,25.33,73.21,1002.19,97.24,433.43
7163,27.35,66.05,1017.62,55.26,439.6
7164,19.35,43.43,1009.4,66.11,454.02
7165,21.7,49.02,1008.74,82.8,446.46
7166,21.45,66.05,1014.81,73.73,453.38
7167,29.72,54.2,1012.86,38.48,438.84
7168,19.53,66.54,1013.72,81.46,451.19
7169,29.26,67.17,1006.6,70.58,436.42
7170,14.85,58.59,1014.04,89.85,454.62
7171,24.27,70.47,1008.96,78.31,434.24
7172,26.21,56.85,1011.45,41.37,439.55
7173,13.5,41.44,1015.72,68.36,471.34
7174,27.34,71.29,1008.32,56.51,434.94
7175,12.12,41.17,1017.68,78.72,470.67
7176,17.99,50.16,1009.98,100.09,451.38
7177,29.29,70.02,1010.13,46.93,438.84
7178,27.41,69.98,1008.51,65.49,431.64
7179,6.69,36.24,1013.35,91.09,483.82
7180,16.39,58.59,1014.58,90.34,455.05
7181,10.58,41.49,1020.43,91.9,473.19
7182,23.21,58.66,1012.24,65.31,450.92
7183,22.25,66.54,1004.64,89.15,437.19
7184,21.2,59.39,1014.04,85.06,444.57
7185,13.95,38.73,1003.87,83.94,468.21
7186,11.81,40.75,1016.13,84.14,477.22
7187,14.44,40.1,1015.51,79.78,468.19
7188,24.39,51.86,1014.92,59.98,447.7
7189,30.76,59.57,1010.66,61.76,439.32
7190,13.42,40.78,1025.03,77.51,459.04
7191,23.68,68.3,1017.93,84.16,438.65
7192,20.28,63.86,1016.04,74.66,447.26
7193,11.63,41.5,1013.6,87.11,477.3
7194,10.91,40.1,1014.07,91.45,478.34
7195,9.97,41.62,1013.99,96.02,464.86
7196,26.63,61.47,1008.18,69,444.16
7197,16.64,44.9,1021.02,70.34,460.93
7198,29.07,72.51,1009.24,58.38,439.8
7199,27.55,64.96,999.73,57.34,431.33
7200,30.3,73.67,1005.57,58.74,431.57
7201,13.75,44.47,1029.63,70.74,467.14
7202,25.04,65.48,1017.66,57.08,440.92
7203,21.05,58.33,1013.14,66.34,447.66
7204,27.99,66.91,1008.47,59.63,439.74
7205,28.24,65.74,1013.4,64.87,438.47
7206,5.95,35.57,1025.84,77.61,487.72
7207,22.35,54.42,1012.46,75.01,454.72
7208,10.64,41.04,1025,93.59,468.88
7209,23.63,58.62,1016.45,69.97,445.51
7210,10.38,37.73,1021.5,75.02,475.02
7211,28.56,74.22,1007.45,69.6,434.54
7212,15.11,56.03,1020.27,89.95,462.65
7213,6.58,40.07,1014.22,55.44,493.72
7214,22.93,62.26,1011.25,83.66,438.34
7215,31.33,65.18,1011.97,36.62,435.77
7216,19.8,67.71,1005.58,69.65,446.03
7217,7.36,41.01,1024.9,97.88,476.8
7218,25.06,74.33,1014.05,69.02,437.27
7219,9.46,41.4,1026.78,87.58,480.82
7220,14.17,41.67,1013.4,72.77,471.42
7221,14.86,37.85,1010.58,86.8,467.71
7222,17.69,44.34,1019.31,61.12,464.13
7223,22.06,47.43,1009.85,76.85,453.5
7224,24.27,74.99,1007.73,82.49,438.26
7225,24.8,72.24,1011.58,83.61,435.25
7226,14.38,45.09,1012.95,86.1,464.27
7227,7.71,38.06,1021,83.47,482.78
7228,27.69,69.98,1008.52,60.93,433.47
7229,24.98,60.32,1016.39,63.12,446.46
7230,21.88,59.39,1015.58,87.19,442.92
7231,26.45,75.6,1017.42,74.5,436.89
7232,14.2,38.62,1017.83,77.57,465.29
7233,10.81,44.63,1020.61,88.29,473.86
7234,20.97,61.87,1011.45,65.41,446.76
7235,10.37,40.03,1017.47,90.47,477.91
7236,29.05,64.84,1011.1,51.39,442.58
7237,9.97,41.26,1020.6,91.14,475.43
7238,20.97,47.43,1007.64,71.18,448.22
7239,14.38,44.78,1010.8,66.58,459.66
7240,22.07,60.08,1017.68,71.23,452.56
7241,10.64,39.61,1018.33,66.81,471.48
7242,22.9,49.3,1003.45,80.95,441.77
7243,7.17,39.4,1011.48,90.38,484.33
7244,5.04,40.64,1021.35,93.63,484.42
7245,25.59,72.43,1007.88,82.98,432.49
7246,24.18,66.48,1003.3,70.99,433.37
7247,14.38,40.73,1017.48,90.64,462.98
7248,23.6,62.44,1011.52,78.12,440.66
7249,10.17,41.46,1020.01,84.86,482.36
7250,4.96,40.07,1011.8,67.38,494.75
7251,6.65,40.69,1020.11,89.84,479.35
7252,23.19,67.07,1005.67,65.19,442.45
7253,14.77,48.06,1010.92,69.81,461.52
7254,29.32,71.29,1008.34,51.51,432.17
7255,15.91,71.14,1019.7,72.65,458.15
7256,27.11,69.59,1008.56,79.2,437.2
7257,30.39,70.98,1007.55,72.76,435.48
7258,5.18,41.31,1000.59,92.14,485.2
7259,24.83,62.4,1010.13,70.18,442.2
7260,27.91,64.79,1017.7,48.29,440.53
7261,30.45,43.21,1011.35,63.59,438.68
7262,22.22,48.98,1015.87,53.18,447.1
7263,29.64,54.2,1013,39.56,438.12
7264,12.67,41.16,1016.92,92.8,462.35
7265,15.03,35.71,1015.26,56.55,467.61
7266,22.1,68.63,1015.19,59.05,449.54
7267,13.39,44.85,1017.24,80.44,469.18
7268,28.01,51.43,1011.6,49.2,449.82
7269,25.34,71.06,1007.74,92.52,434.86
7270,17.67,43.7,1015.26,58.76,465.06
7271,17.73,43.72,1009.33,76.68,453.94
7272,21.87,61.45,1011.13,92.22,445.21
7273,8.86,40.8,1028.18,91,483.36
7274,6.3,39.33,1010.63,94.26,489.95
7275,23.58,49.3,1003.8,74.62,440.44
7276,20,39.53,1007.59,62.09,456.28
7277,16.41,41.48,1016.28,45.19,451.93
7278,12.61,41.58,1020.17,85.18,463.36
7279,31.37,76.86,997.34,62.94,431.03
7280,21.24,50.32,1008.54,84.83,447.32
7281,16.64,48.92,1011.55,78.76,452.56
7282,19.3,56.65,1020.55,70.43,459.1
